LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId
SC,South Carolina,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,28554305,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,50229047,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,612090375,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NH,New Hampshire,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,198896040,$,Dollars,"(43.655950113, -71.50036092)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,674204524,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,6534971,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,2005,OW,The Tax Burden on Tobacco,Cigarette Sales,89210340,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,653697190,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,167493000,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,89889534,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,47075859,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,96051777,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,216604000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,123495000,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,5842000,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,124474160,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,47442128,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
HI,Hawaii,2012,OW,The Tax Burden on Tobacco,Cigarette Sales,130994720,$,Dollars,"(21.304850435, -157.857749403)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IN,Indiana,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,111199531,$,Dollars,"(39.766910452, -86.149960194)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DE,Delaware,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,125650238,$,Dollars,"(39.008830667, -75.577741168)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WA,Washington,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,337777964,$,Dollars,"(47.522278629, -120.47001079)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IA,Iowa,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,77092980,$,Dollars,"(42.469400913, -93.816490556)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,130016000,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,10873000,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
RI,Rhode Island,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,129608951,$,Dollars,"(41.708280193, -71.522470314)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,70950600,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,4614000,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,8492314,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,283488219,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,132100000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,178888000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,172266000,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,250858000,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,146357000,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,181654621,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,105256965,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,6993604,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,11665000,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,4562000,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KY,Kentucky,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,270015864,$,Dollars,"(37.645970271, -84.774971048)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,272774000,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,85952917,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,62450667,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,552917679,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,146789836,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MI,Michigan,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,246198000,$,Dollars,"(44.661319543001, -84.71439027)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
UT,Utah,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,7755816,$,Dollars,"(39.360700171, -111.587130635)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,25804177,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,1987,OW,The Tax Burden on Tobacco,Cigarette Sales,77097672,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,24549000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TN,Tennessee,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,71135611,$,Dollars,"(35.68094058, -85.774490914)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MD,Maryland,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,27906000,$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,1010469344,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CO,Colorado,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,58864837,$,Dollars,"(38.843840757, -106.133610921)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AL,Alabama,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,72144256,$,Dollars,"(32.840571122, -86.631860762)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KS,Kansas,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,54600292,$,Dollars,"(38.3477403, -98.200781227)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NY,New York,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,1066093134,$,Dollars,"(42.827001032, -75.543970427)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,71458000,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NV,Nevada,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,53619000,$,Dollars,"(39.49324039, -117.071840564)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,40626245,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,14227799,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,76544000,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OK,Oklahoma,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,249357505,$,Dollars,"(35.472031356, -97.521070214)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,1979,OW,The Tax Burden on Tobacco,Cigarette Sales,172389000,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AR,Arkansas,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,133418145,$,Dollars,"(34.748650124, -92.274490743)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,78287803,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SD,South Dakota,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,11167000,$,Dollars,"(44.353130053, -100.373530637)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,176620010,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VT,Vermont,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,24144395,$,Dollars,"(43.625381239, -72.517640791)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MS,Mississippi,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,48170870,$,Dollars,"(32.745510099, -89.538030825)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
TX,Texas,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,358491433,$,Dollars,"(31.827240407, -99.426770206)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DC,District of Columbia,2018,OW,The Tax Burden on Tobacco,Cigarette Sales,26287476,$,Dollars,"(38.890371385, -77.031961127)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,271259739,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,284468676,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
OH,Ohio,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,194891000,$,Dollars,"(40.060210141, -82.404260056)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,53023680,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DE,Delaware,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,11701261,$,Dollars,"(39.008830667, -75.577741168)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MT,Montana,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,81852136,$,Dollars,"(47.066528972, -109.424420645)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DE,Delaware,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,125387267,$,Dollars,"(39.008830667, -75.577741168)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MD,Maryland,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,66114000,$,Dollars,"(39.290580964, -76.609260111)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,16680000,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,8804939,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,987792000,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MO,Missouri,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,107168770,$,Dollars,"(38.635790776, -92.566300053)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,254630000,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,54624390,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SD,South Dakota,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,16274000,$,Dollars,"(44.353130053, -100.373530637)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
VA,Virginia,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,14508000,$,Dollars,"(37.542680674, -78.457890463)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
SC,South Carolina,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,29722415,$,Dollars,"(33.998821303, -81.045371207)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
PA,Pennsylvania,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,347231000,$,Dollars,"(40.793730152, -77.860700294)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
KY,Kentucky,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,21551000,$,Dollars,"(37.645970271, -84.774971048)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MA,Massachusetts,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,610824240,$,Dollars,"(42.27687047, -72.082690675)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CA,California,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,1176859405,$,Dollars,"(37.638640123, -120.999999538)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,341991205,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
AK,Alaska,1982,OW,The Tax Burden on Tobacco,Cigarette Sales,4888000,$,Dollars,"(64.845079957001, -147.722059036)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,5446000,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
DE,Delaware,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,128799000,$,Dollars,"(39.008830667, -75.577741168)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
IL,Illinois,1981,OW,The Tax Burden on Tobacco,Cigarette Sales,181080000,$,Dollars,"(40.485010283, -88.997710178)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,56103360,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,52528000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,113101478,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
GA,Georgia,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,49778215,$,Dollars,"(32.839681093, -83.627580346)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
MN,Minnesota,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,184434120,$,Dollars,"(46.355648736, -94.794200503)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WY,Wyoming,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,5704464,$,Dollars,"(43.235541343, -108.109830353)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
FL,Florida,2007,OW,The Tax Burden on Tobacco,Cigarette Sales,428877036,$,Dollars,"(28.932040377, -81.928960539)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,45028920,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NJ,New Jersey,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,764747319,$,Dollars,"(40.130570048, -74.273691288)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
CT,Connecticut,2016,OW,The Tax Burden on Tobacco,Cigarette Sales,364451380,$,Dollars,"(41.56266102, -72.649840952)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ME,Maine,1983,OW,The Tax Burden on Tobacco,Cigarette Sales,24601000,$,Dollars,"(45.254228894001, -68.985031336)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
ID,Idaho,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,17131500,$,Dollars,"(43.682630005, -114.363730042)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
NE,Nebraska,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,14171000,$,Dollars,"(41.641040988001, -99.365720623)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
WV,West Virginia,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,33936000,$,Dollars,"(38.665510202, -80.712640135)","Table 12- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS
